,ID,TIME,CP,DOSE
0,4,0.0,0.0,80
1,4,0.01666832026986804,0.8692304044531056,80
2,4,0.03333664053973608,1.7308099501505478,80
3,4,0.05000496080960412,2.5848023549578376,80
4,4,0.06667328107947217,3.4312708078021728,80
5,4,0.08334160134934021,4.270277973062406,80
6,4,0.10000992161920824,5.101885994922554,80
7,4,0.11667824188907629,5.926156501689252,80
8,4,0.13334656215894433,6.743150610073362,80
9,4,0.15001488242881236,7.552928929436041,80
10,4,0.16668320269868042,8.355551565999496,80
11,4,0.18335152296854845,9.151078127022904,80
12,4,0.20001984323841648,9.939567724943663,80
13,4,0.21668816350828454,10.721078981484144,80
14,4,0.23335648377815257,11.495670031724492,80
15,4,0.25002480404802063,12.263398528141611,80
16,4,0.26669312431788866,13.02432164461456,80
17,4,0.2833614445877567,13.77849608039671,80
18,4,0.3000297648576247,14.525978064055092,80
19,4,0.3166980851274928,15.26682335737677,80
20,4,0.33336640539736084,16.001087259243068,80
21,4,0.3500347256672289,16.728824609471474,80
22,4,0.3667030459370969,17.450089792625675,80
23,4,0.38337136620696494,18.1649367417941,80
24,4,0.40003968647683297,18.87341894233692,80
25,4,0.41670800674670105,19.575589435602044,80
26,4,0.4333763270165691,20.27150082261034,80
27,4,0.4500446472864371,20.96120526771007,80
28,4,0.46671296755630515,21.644754502201245,80
29,4,0.4833812878261732,22.322199827929698,80
30,4,0.5000496080960413,22.993592120851442,80
31,4,0.5167179283659092,23.658981834567413,80
32,4,0.5333862486357773,24.31841900382882,80
33,4,0.5500545689056454,24.971953248013488,80
34,4,0.5667228891755134,25.61963377457335,80
35,4,0.5833912094453815,26.26150938245327,80
36,4,0.6000595297152495,26.897628465481436,80
37,4,0.6167278499851175,27.52803901573181,80
38,4,0.6333961702549856,28.15278862685852,80
39,4,0.6500644905248536,28.7719244974025,80
40,4,0.6667328107947217,29.38549343407101,80
41,4,0.6834011310645897,29.993541854989513,80
42,4,0.7000694513344577,30.596115792926877,80
43,4,0.7167377716043258,31.193260898493747,80
44,4,0.7334060918741938,31.7850224433142,80
45,4,0.7500744121440619,32.371445323171365,80
46,4,0.7667427324139299,32.95257406112662,80
47,4,0.783411052683798,33.52845281061324,80
48,4,0.8000793729536659,34.099125358504004,80
49,4,0.816747693223534,34.664635128153684,80
50,4,0.8334160134934021,35.22502518241599,80
51,4,0.8500843337632701,35.78033822663576,80
52,4,0.8667526540331382,36.33061661161603,80
53,4,0.8834209743030061,36.875902336560685,80
54,4,0.9000892945728742,37.41623705199265,80
55,4,0.9167576148427423,37.95166206264776,80
56,4,0.9334259351126103,38.48221833034473,80
57,4,0.9500942553824784,39.007946476831236,80
58,4,0.9667625756523464,39.52888678660641,80
59,4,0.9834308959222144,40.045079209719894,80
60,4,1.0000992161920825,40.55656336454768,80
61,4,1.0167675364619506,41.063378540544896,80
62,4,1.0334358567318185,41.56556370097567,80
63,4,1.0501041770016866,42.06315748562059,80
64,4,1.0667724972715547,42.556198213461315,80
65,4,1.0834408175414227,43.04472388534325,80
66,4,1.1001091378112908,43.528772186615925,80
67,4,1.1167774580811587,44.008380489751495,80
68,4,1.1334457783510268,44.48358585694162,80
69,4,1.1501140986208949,44.954425042672604,80
70,4,1.166782418890763,45.42093449627927,80
71,4,1.183450739160631,45.883150364477665,80
72,4,1.200119059430499,46.341108493876696,80
73,4,1.216787379700367,46.794844433468924,80
74,4,1.233455699970235,47.24439343710066,80
75,4,1.2501240202401032,47.689790465921675,80
76,4,1.2667923405099712,48.1310701908144,80
77,4,1.2834606607798391,48.56826699480315,80
78,4,1.3001289810497072,49.001414975443176,80
79,4,1.3167973013195753,49.43054794719007,80
80,4,1.3334656215894434,49.855699443749295,80
81,4,1.3501339418593115,50.27690272040648,80
82,4,1.3668022621291793,50.69419075633808,80
83,4,1.3834705823990474,51.10759625690311,80
84,4,1.4001389026689155,51.517151655915704,80
85,4,1.4168072229387836,51.92288911789888,80
86,4,1.4334755432086517,52.32484054031955,80
87,4,1.4501438634785195,52.72303755580504,80
88,4,1.4668121837483876,53.11751153434124,80
89,4,1.4834805040182557,53.50829358545231,80
90,4,1.5001488242881238,53.89541456036261,80
91,4,1.5168171445579919,54.278905054140395,80
92,4,1.5334854648278597,54.658795407823916,80
93,4,1.5501537850977278,55.035115710529766,80
94,4,1.566822105367596,55.40789580154377,80
95,4,1.583490425637464,55.77716527239452,80
96,4,1.6001587459073319,56.14295346890972,80
97,4,1.6168270661772,56.50528949325536,80
98,4,1.633495386447068,56.86420220595813,80
99,4,1.6501637067169361,57.21972022791097,80
100,4,1.6668320269868042,57.571871942361874,80
101,4,1.683500347256672,57.920685496886364,80
102,4,1.7001686675265402,58.26618880534353,80
103,4,1.7168369877964083,58.60840954981571,80
104,4,1.7335053080662763,58.94737518253234,80
105,4,1.7501736283361444,59.2831129277775,80
106,4,1.7668419486060123,59.615649783781954,80
107,4,1.7835102688758804,59.94501252459925,80
108,4,1.8001785891457485,60.27122770196639,80
109,4,1.8168469094156166,60.594321647148945,80
110,4,1.8335152296854846,60.914320472770996,80
111,4,1.8501835499553525,61.23125007462971,80
112,4,1.8668518702252206,61.54513613349507,80
113,4,1.8835201904950887,61.856004116894425,80
114,4,1.9001885107649568,62.16387928088247,80
115,4,1.9168568310348248,62.468786671796344,80
116,4,1.9335251513046927,62.770751127996235,80
117,4,1.9501934715745608,63.06979728159165,80
118,4,1.9668617918444289,63.36594956015312,80
119,4,1.983530112114297,63.659232188409874,80
120,4,2.000198432384165,63.9496691899334,80
121,4,2.016866752654033,64.23728438880703,80
122,4,2.0335350729239012,64.52210141128157,80
123,4,2.0502033931937693,64.80414368741731,80
124,4,2.066871713463637,65.08343445271241,80
